Date,USGG10YR Index  (L3),USGG2YR Index  (L4),FEDL01 Index  (R1),MOVE Index  (R1)
04-11-2014,2.3335,0.5116,0.1,68.551
05-11-2014,2.3424,0.5217,0.09,72.9226
06-11-2014,2.3856,0.5497,0.09,69.1453
07-11-2014,2.2976,0.4985,0.09,66.6283
10-11-2014,2.3604,0.5349,0.09,66.5461
11-11-2014,,,,66.5461
12-11-2014,2.3712,0.5392,0.09,66.773
13-11-2014,2.3399,0.5153,0.09,67.0009
14-11-2014,2.3204,0.5119,0.09,66.9532
17-11-2014,2.3399,0.508,0.1,66.886
18-11-2014,2.3151,0.5042,0.11,69.2307
19-11-2014,2.3594,0.5205,0.1,70.0154
20-11-2014,2.3373,0.5086,0.1,69.1619
21-11-2014,2.3099,0.501,0.1,66.9589
24-11-2014,2.3064,0.493,0.1,64.3887
25-11-2014,2.257,0.5197,0.1,64.6474
26-11-2014,2.2447,0.5157,0.1,64.6577
27-11-2014,,,,64.6577
28-11-2014,2.164,0.4685,0.08,66.5733
30-11-2014,,,,
01-12-2014,2.235,0.4961,0.13,67.2825
02-12-2014,2.2923,0.5355,0.12,67.8806
03-12-2014,2.2799,0.5554,0.12,65.7616
04-12-2014,2.2341,0.5396,0.12,64.6181
05-12-2014,2.3065,0.6433,0.12,64.8222
08-12-2014,2.257,0.6275,0.12,62.7838
09-12-2014,2.2129,0.6117,0.12,66.5736
10-12-2014,2.1638,0.5679,0.12,68.1945
11-12-2014,2.162,0.6,0.12,79.0437
12-12-2014,2.0817,0.5401,0.12,55.4181
15-12-2014,2.1182,0.5764,0.11,77.6421
16-12-2014,2.0591,0.5523,0.12,80.7182
17-12-2014,2.1356,0.617,0.13,72.4209
18-12-2014,2.2075,0.6313,0.13,71.1703
19-12-2014,2.1618,0.638,0.13,70.7046
22-12-2014,2.1583,0.6586,0.13,70.0776
23-12-2014,2.2614,0.7393,0.13,68.762
24-12-2014,2.2632,0.7393,0.13,68.8635
25-12-2014,,,,68.8635
26-12-2014,2.2499,0.7393,0.13,55.4181
29-12-2014,2.2021,0.7078,0.13,69.1659
30-12-2014,2.1871,0.6841,0.13,68.9979
31-12-2014,2.1712,0.6645,0.06,68.9385
01-01-2015,,,,68.9385
02-01-2015,2.1105,0.6647,0.12,70.0036
05-01-2015,2.032,0.6568,0.12,71.5391
06-01-2015,1.9402,0.625,0.12,84.8721
07-01-2015,1.9677,0.6091,0.12,85.1959
08-01-2015,2.0179,0.6051,0.12,85.1526
09-01-2015,1.9449,0.561,0.12,80.6171
12-01-2015,1.907,0.5449,0.12,81.8873
13-01-2015,1.9,0.5388,0.12,82.9977
14-01-2015,1.8553,0.5006,0.12,85.2821
15-01-2015,1.7149,0.4122,0.12,85.2821
16-01-2015,1.8368,0.4835,0.13,92.6188
19-01-2015,,,,92.6188
20-01-2015,1.788,0.4914,0.12,90.5511
21-01-2015,1.8717,0.5074,0.12,88.2525
22-01-2015,1.8631,0.5174,0.12,85.15
23-01-2015,1.7968,0.4864,0.12,89.9391
26-01-2015,1.8241,0.5107,0.12,85.3266
27-01-2015,1.8231,0.5105,0.11,86.1825
28-01-2015,1.7207,0.4654,0.12,86.3769
29-01-2015,1.7512,0.5158,0.11,86.6175
30-01-2015,1.6407,0.4488,0.06,88.2724
31-01-2015,,,,
02-02-2015,1.6642,0.4586,0.12,88.1382
03-02-2015,1.7915,0.5079,0.12,92.7382
04-02-2015,1.7513,0.4842,0.11,92.2723
05-02-2015,1.8204,0.5198,0.12,92.9519
06-02-2015,1.9567,0.6435,0.11,93.6954
09-02-2015,1.9775,0.6517,0.12,95.0776
10-02-2015,1.9967,0.6499,0.12,95.3468
11-02-2015,2.0176,0.6642,0.12,94.2125
12-02-2015,1.9844,0.6242,0.12,91.648
13-02-2015,2.0504,0.6411,0.12,91.3656
16-02-2015,,,,91.3656
17-02-2015,2.1379,0.6615,0.12,91.8172
18-02-2015,2.08,0.597,0.12,91.3833
19-02-2015,2.1142,0.6174,0.12,98.4692
20-02-2015,2.1117,0.6321,0.12,98.3365
23-02-2015,2.0574,0.6017,0.11,97.7386
24-02-2015,1.98,0.5529,0.11,94.127
25-02-2015,1.9688,0.6026,0.11,91.4751
26-02-2015,2.0295,0.6461,0.11,90.5308
27-02-2015,1.993,0.6184,0.06,91.3865
28-02-2015,,,,
02-03-2015,2.082,0.6621,0.12,90.1989
03-03-2015,2.1189,0.6782,0.12,91.7506
04-03-2015,2.1172,0.6546,0.11,90.6563
05-03-2015,2.1154,0.6389,0.11,89.3228
06-03-2015,2.2414,0.7234,0.12,86.586
09-03-2015,2.1907,0.6917,0.12,84.02
10-03-2015,2.1297,0.6799,0.12,84.3891
11-03-2015,2.1086,0.6802,0.11,84.9643
12-03-2015,2.1156,0.6644,0.11,85.6033
13-03-2015,2.114,0.657,0.11,86.102
16-03-2015,2.0717,0.6491,0.12,84.7555
17-03-2015,2.0507,0.6716,0.12,86.3274
18-03-2015,1.9199,0.5525,0.11,85.6903
19-03-2015,1.9685,0.6092,0.12,87.7788
20-03-2015,1.9303,0.5812,0.12,86.5223
23-03-2015,1.912,0.5691,0.12,84.9206
24-03-2015,1.8731,0.557,0.11,83.6859
25-03-2015,1.925,0.6023,0.12,84.183
26-03-2015,1.9894,0.6102,0.11,86.2012
27-03-2015,1.9615,0.5944,0.12,86.2012
30-03-2015,1.9475,0.5787,0.12,86.4421
31-03-2015,1.9231,0.5551,0.06,86.1017
01-04-2015,1.8573,0.5355,0.12,85.6212
02-04-2015,1.9117,0.5396,0.12,84.2847
03-04-2015,,,0.12,79.2665
06-04-2015,1.8952,0.496,0.13,78.9745
07-04-2015,1.8848,0.5159,0.12,77.7839
08-04-2015,1.9047,0.5318,0.12,80.0253
09-04-2015,1.9596,0.5478,0.12,78.7746
10-04-2015,1.9473,0.556,0.12,77.8265
13-04-2015,1.9272,0.528,0.13,75.7647
14-04-2015,1.8985,0.512,0.13,74.7881
15-04-2015,1.888,0.496,0.13,72.9964
16-04-2015,1.8897,0.4839,0.13,72.4014
17-04-2015,1.8653,0.5081,0.13,74.3685
20-04-2015,1.8896,0.5202,0.13,73.5454
21-04-2015,1.9087,0.5162,0.13,72.9451
22-04-2015,1.9788,0.5446,0.13,72.9451
23-04-2015,1.9577,0.5284,0.13,73.1584
24-04-2015,1.9086,0.5041,0.13,71.6049
27-04-2015,1.9208,0.5163,0.13,70.9943
28-04-2015,2.0034,0.561,0.13,72.8665
29-04-2015,2.0388,0.557,0.13,73.8974
30-04-2015,2.0317,0.567,0.08,75.292
01-05-2015,2.1135,0.595,0.13,78.8811
04-05-2015,2.144,0.5991,0.13,81.1233
05-05-2015,2.1853,0.623,0.13,87.6616
06-05-2015,2.2431,0.6351,0.13,90.9859
07-05-2015,2.18,0.6313,0.13,89.5863
08-05-2015,2.1478,0.5719,0.13,80.9146
11-05-2015,2.2797,0.616,0.13,84.1496
12-05-2015,2.2489,0.5961,0.13,87.3615
13-05-2015,2.2926,0.5762,0.13,85.5784
14-05-2015,2.2301,0.5441,0.13,83.2394
15-05-2015,2.1424,0.5363,0.13,84.4957
18-05-2015,2.2337,0.5767,0.13,88.2439
19-05-2015,2.2886,0.6133,0.12,87.6743
20-05-2015,2.2479,0.585,0.12,87.6541
21-05-2015,2.1898,0.573,0.12,86.1073
22-05-2015,2.2092,0.6142,0.13,87.6771
25-05-2015,,,,87.6771
26-05-2015,2.139,0.6123,0.12,85.3555
27-05-2015,2.1285,0.6485,0.12,83.9933
28-05-2015,2.1355,0.6289,0.12,82.7222
29-05-2015,2.1214,0.6053,0.08,82.6996
31-05-2015,,,,
01-06-2015,2.1794,0.6447,0.12,83.5495
02-06-2015,2.2624,0.6527,0.12,87.4796
03-06-2015,2.3642,0.6725,0.13,91.8063
04-06-2015,2.307,0.6607,0.13,92.2056
05-06-2015,2.4076,0.7087,0.13,88.9414
08-06-2015,2.3824,0.6808,0.13,87.6084
09-06-2015,2.4384,0.7169,0.13,87.1697
10-06-2015,2.4838,0.725,0.13,89.7596
11-06-2015,2.3772,0.7131,0.13,87.7673
12-06-2015,2.3918,0.7256,0.13,87.6824
15-06-2015,2.3559,0.7015,0.13,86.0026
16-06-2015,2.3093,0.6855,0.14,85.6971
17-06-2015,2.3165,0.6492,0.14,82.4194
18-06-2015,2.3345,0.6331,0.14,82.5575
19-06-2015,2.2577,0.6169,0.13,84.7442
22-06-2015,2.3725,0.6575,0.13,84.4485
23-06-2015,2.4087,0.6779,0.13,84.2001
24-06-2015,2.3672,0.6802,0.13,82.6809
25-06-2015,2.4088,0.688,0.13,83.3241
26-06-2015,2.4726,0.7117,0.13,84.3188
29-06-2015,2.3242,0.6329,0.14,89.7561
30-06-2015,2.3531,0.6427,0.08,92.2575
01-07-2015,2.4219,0.6882,0.13,90.2884
02-07-2015,2.3823,0.627,0.13,87.9611
03-07-2015,,,0.13,87.9611
06-07-2015,2.285,0.5892,0.13,86.1804
07-07-2015,2.2582,0.5852,0.13,90.4681
08-07-2015,2.1922,0.5414,0.13,89.4277
09-07-2015,2.3211,0.5851,0.13,89.3438
10-07-2015,2.3972,0.637,0.13,90.2308
13-07-2015,2.4538,0.6772,0.13,84.7052
14-07-2015,2.401,0.637,0.13,80.7951
15-07-2015,2.3521,0.625,0.13,79.0645
16-07-2015,2.3503,0.6552,0.14,75.9534
17-07-2015,2.3469,0.6655,0.13,74.2116
20-07-2015,2.3723,0.7061,0.14,72.8414
21-07-2015,2.3253,0.6778,0.13,72.4231
22-07-2015,2.3235,0.7063,0.13,72.1123
23-07-2015,2.2677,0.6942,0.13,72.6253
24-07-2015,2.2624,0.6781,0.13,73.0107
27-07-2015,2.2175,0.6495,0.14,72.2234
28-07-2015,2.2499,0.668,0.14,71.8541
29-07-2015,2.2859,0.7038,0.14,69.7128
30-07-2015,2.2589,0.7275,0.14,71.2077
31-07-2015,2.1801,0.6606,0.08,75.7512
03-08-2015,2.148,0.6646,0.14,74.7474
04-08-2015,2.2213,0.7322,0.14,80.4708
05-08-2015,2.2699,0.7263,0.14,80.6999
06-08-2015,2.2214,0.7006,0.14,80.3154
07-08-2015,2.1623,0.7169,0.14,76.2278
10-08-2015,2.2269,0.721,0.14,75.2812
11-08-2015,2.1409,0.673,0.15,78.0583
12-08-2015,2.148,0.6651,0.15,81.4635
13-08-2015,2.1854,0.7073,0.15,80.0038
14-08-2015,2.1977,0.7218,0.14,77.0784
17-08-2015,2.1678,0.7058,0.15,76.0641
18-08-2015,2.1925,0.718,0.15,82.7068
19-08-2015,2.1256,0.6574,0.15,81.5426
20-08-2015,2.0679,0.6533,0.15,84.591
21-08-2015,2.0365,0.6128,0.15,88.5202
24-08-2015,2.0034,0.568,0.15,94.5406
25-08-2015,2.0714,0.6005,0.15,91.0891
26-08-2015,2.1752,0.672,0.14,92.0136
27-08-2015,2.1841,0.6878,0.14,91.405
28-08-2015,2.1806,0.7156,0.14,91.0788
31-08-2015,2.2179,0.7375,0.08,87.7352
01-09-2015,2.1524,0.704,0.14,88.6754
02-09-2015,2.1843,0.7081,0.14,93.0829
03-09-2015,2.1596,0.6923,0.14,91.409
04-09-2015,2.1244,0.7067,0.14,86.7756
07-09-2015,,,,86.7756
08-09-2015,2.1828,0.7327,0.14,85.2408
09-09-2015,2.2006,0.7409,0.14,85.0569
10-09-2015,2.222,0.733,0.14,83.5976
11-09-2015,2.1883,0.7053,0.14,83.7805
14-09-2015,2.1831,0.7256,0.14,82.6907
15-09-2015,2.2867,0.8024,0.14,85.0155
16-09-2015,2.294,0.8108,0.14,84.9087
17-09-2015,2.1903,0.6795,0.14,77.6964
18-09-2015,2.1336,0.6777,0.14,75.7821
21-09-2015,2.2012,0.7062,0.14,74.5091
22-09-2015,2.1337,0.6738,0.14,75.5988
23-09-2015,2.1497,0.6993,0.14,74.5114
24-09-2015,2.1266,0.6798,0.14,76.3665
25-09-2015,2.1623,0.6918,0.13,75.8591
28-09-2015,2.0949,0.6683,0.13,76.9485
29-09-2015,2.0508,0.6486,0.13,83.3457
30-09-2015,2.0368,0.6289,0.07,81.565
01-10-2015,2.0368,0.6447,0.13,81.5384
02-10-2015,1.9929,0.5794,0.13,78.8806
05-10-2015,2.0562,0.6052,0.13,77.4709
06-10-2015,2.0315,0.6012,0.13,80.2546
07-10-2015,2.0668,0.625,0.13,79.9819
08-10-2015,2.104,0.633,0.13,79.5139
09-10-2015,2.0881,0.637,0.13,78.2372
12-10-2015,,,,78.2372
13-10-2015,2.0439,0.617,0.13,76.3344
14-10-2015,1.9718,0.5487,0.13,74.8044
15-10-2015,2.0175,0.5968,0.13,74.6084
16-10-2015,2.0334,0.6088,0.13,74.6965
19-10-2015,2.0228,0.5866,0.13,70.9688
20-10-2015,2.067,0.629,0.13,71.1086
21-10-2015,2.0228,0.6209,0.13,69.6699
22-10-2015,2.0263,0.6006,0.12,69.9736
23-10-2015,2.0866,0.6413,0.12,70.8085
26-10-2015,2.0564,0.6372,0.12,69.6786
27-10-2015,2.037,0.6209,0.12,69.8026
28-10-2015,2.1009,0.7029,0.12,70.2666
29-10-2015,2.1725,0.7236,0.12,73.122
30-10-2015,2.1421,0.724,0.07,73.0792
31-10-2015,,,,
02-11-2015,2.1709,0.7531,0.12,73.2086
03-11-2015,2.2105,0.7657,0.12,73.2962
04-11-2015,2.225,0.8116,0.12,77.5875
05-11-2015,2.2323,0.8256,0.12,76.728
06-11-2015,2.3252,0.8859,0.12,74.2542
09-11-2015,2.3436,0.8821,0.12,71.7795
10-11-2015,2.3419,0.8744,0.12,70.4772
11-11-2015,,,,70.4772
12-11-2015,2.3116,0.8706,0.12,69.4517
13-11-2015,2.2658,0.8347,0.12,68.3001
16-11-2015,2.2676,0.851,0.13,67.6863
17-11-2015,2.2658,0.8511,0.13,72.3323
18-11-2015,2.2728,0.8756,0.12,71.6503
19-11-2015,2.2482,0.8921,0.12,70.5353
20-11-2015,2.2623,0.9172,0.12,70.5107
23-11-2015,2.2377,0.9174,0.12,70.8031
24-11-2015,2.2377,0.9303,0.12,70.8811
25-11-2015,2.2341,0.9343,0.12,70.0444
26-11-2015,,,,70.0444
27-11-2015,2.2201,0.9185,0.12,69.6086
30-11-2015,2.206,0.9304,0.08,69.8952
01-12-2015,2.1431,0.9067,0.13,70.9762
02-12-2015,2.1797,0.9345,0.13,72.311
03-12-2015,2.3136,0.9505,0.13,74.5605
04-12-2015,2.2693,0.9388,0.13,71.264
07-12-2015,2.2288,0.9269,0.13,70.5604
08-12-2015,2.2182,0.929,0.13,72.7121
09-12-2015,2.2164,0.923,0.14,72.3993
10-12-2015,2.2305,0.9432,0.14,72.3172
11-12-2015,2.127,0.875,0.14,74.9966
14-12-2015,2.2217,0.9435,0.15,78.2478
15-12-2015,2.2658,0.9639,0.15,79.5704
16-12-2015,2.296,1.0025,0.15,70.2137
17-12-2015,2.2234,0.9844,0.37,67.6684
18-12-2015,2.204,0.9522,0.37,67.8121
21-12-2015,2.1917,0.9442,0.36,66.3699
22-12-2015,2.2357,0.9729,0.36,66.8957
23-12-2015,2.2534,0.9812,0.36,66.0201
24-12-2015,2.241,0.9983,0.36,65.4655
25-12-2015,,,,65.4655
28-12-2015,2.2304,1.0067,0.36,67.2103
29-12-2015,2.305,1.0911,0.36,67.2477
30-12-2015,2.2943,1.0713,0.35,67.3456
31-12-2015,2.2694,1.0477,0.2,67.8473
01-01-2016,,,,67.8473
04-01-2016,2.2428,1.0358,0.36,68.8377
05-01-2016,2.2357,1.0139,0.36,71.4222
06-01-2016,2.1702,0.976,0.36,71.6843
07-01-2016,2.1455,0.948,0.36,74.2112
08-01-2016,2.1156,0.9318,0.36,71.0073
11-01-2016,2.1754,0.9317,0.36,71.0193
12-01-2016,2.1032,0.9235,0.36,71.964
13-01-2016,2.0927,0.9073,0.36,74.4599
14-01-2016,2.0874,0.8911,0.36,73.6146
15-01-2016,2.0347,0.85,0.36,78.0636
18-01-2016,,,,78.0636
19-01-2016,2.0556,0.87,0.36,77.3158
20-01-2016,1.9824,0.8212,0.37,81.8198
21-01-2016,2.0311,0.8331,0.37,80.7258
22-01-2016,2.0519,0.8691,0.38,77.3486
25-01-2016,2.0012,0.8567,0.38,75.4139
26-01-2016,1.9942,0.8401,0.38,75.1557
27-01-2016,1.9993,0.833,0.38,71.9361
28-01-2016,1.9784,0.8172,0.38,70.9823
29-01-2016,1.9209,0.7737,0.29,74.0039
31-01-2016,,,,
01-02-2016,1.9486,0.7975,0.38,73.4583
02-02-2016,1.8448,0.7183,0.38,77.4933
03-02-2016,1.8861,0.7223,0.38,79.6217
04-02-2016,1.8395,0.6984,0.38,83.76
05-02-2016,1.8357,0.7221,0.38,81.6695
08-02-2016,1.7483,0.6662,0.38,89.2706
09-02-2016,1.726,0.6901,0.38,91.606
10-02-2016,1.6681,0.686,0.38,86.3154
11-02-2016,1.659,0.6499,0.38,97.9449
12-02-2016,1.7481,0.7137,0.38,93.716
15-02-2016,,,,93.716
16-02-2016,1.7723,0.7197,0.38,86.8243
17-02-2016,1.819,0.7419,0.37,84.7863
18-02-2016,1.7396,0.6933,0.38,86.1223
19-02-2016,1.7449,0.7418,0.38,90.099
22-02-2016,1.7518,0.75,0.38,85.1456
23-02-2016,1.7225,0.7337,0.38,83.9756
24-02-2016,1.7484,0.7539,0.38,85.0912
25-02-2016,1.7157,0.7264,0.37,84.4408
26-02-2016,1.7623,0.7934,0.37,82.5424
29-02-2016,1.7347,0.7737,0.29,83.3856
01-03-2016,1.8249,0.8391,0.36,84.2161
02-03-2016,1.8406,0.8412,0.37,83.6548
03-03-2016,1.8337,0.8452,0.37,81.7159
04-03-2016,1.8741,0.8616,0.36,78.01
07-03-2016,1.9057,0.9057,0.36,77.8254
08-03-2016,1.8287,0.8659,0.36,80.7152
09-03-2016,1.876,0.8901,0.36,80.3559
10-03-2016,1.9323,0.9265,0.36,80.8503
11-03-2016,1.9839,0.9554,0.36,81.4223
14-03-2016,1.9592,0.9557,0.36,79.1166
15-03-2016,1.9699,0.9641,0.37,78.4721
16-03-2016,1.9081,0.855,0.37,74.1591
17-03-2016,1.8958,0.8633,0.37,72.4143
18-03-2016,1.8732,0.8353,0.37,71.2631
21-03-2016,1.9155,0.872,0.37,70.8269
22-03-2016,1.9403,0.8865,0.37,71.122
23-03-2016,1.8786,0.8519,0.37,71.0806
24-03-2016,1.9,0.8689,0.37,72.6776
25-03-2016,,,0.37,72.6776
28-03-2016,1.886,0.865,0.37,74.692
29-03-2016,1.8035,0.7843,0.37,72.6564
30-03-2016,1.8228,0.7567,0.37,70.5431
31-03-2016,1.7687,0.7211,0.25,68.8027
01-04-2016,1.7705,0.7224,0.37,66.997
04-04-2016,1.7618,0.7361,0.37,65.3606
05-04-2016,1.7201,0.72,0.37,68.3119
06-04-2016,1.7549,0.7317,0.37,69.708
07-04-2016,1.6889,0.6878,0.37,71.0948
08-04-2016,1.7167,0.695,0.37,70.8799
11-04-2016,1.7254,0.6987,0.37,69.7667
12-04-2016,1.7761,0.7385,0.37,68.7767
13-04-2016,1.7639,0.7464,0.37,67.485
14-04-2016,1.7919,0.7663,0.37,67.52
15-04-2016,1.7518,0.7335,0.37,66.4853
18-04-2016,1.7711,0.7414,0.37,66.3398
19-04-2016,1.7851,0.7574,0.37,66.4398
20-04-2016,1.845,0.7937,0.37,67.7689
21-04-2016,1.861,0.8058,0.37,68.5982
22-04-2016,1.8878,0.8178,0.37,67.7807
25-04-2016,1.9128,0.8299,0.37,67.8852
26-04-2016,1.9271,0.8608,0.37,67.1531
27-04-2016,1.8507,0.8173,0.37,64.7405
28-04-2016,1.8243,0.7816,0.37,64.6443
29-04-2016,1.8333,0.7816,0.3,64.921
30-04-2016,,,,
02-05-2016,1.8723,0.7896,0.37,64.6808
03-05-2016,1.7963,0.754,0.37,68.4133
04-05-2016,1.7752,0.7381,0.37,68.1193
05-05-2016,1.7453,0.7182,0.37,68.6674
06-05-2016,1.7789,0.734,0.37,65.1538
09-05-2016,1.7507,0.706,0.37,64.119
10-05-2016,1.7613,0.722,0.37,63.9664
11-05-2016,1.7367,0.7279,0.37,63.8888
12-05-2016,1.7516,0.754,0.37,63.9185
13-05-2016,1.7001,0.7459,0.37,64.066
16-05-2016,1.7533,0.7863,0.37,66.9396
17-05-2016,1.7723,0.8309,0.37,67.1195
18-05-2016,1.8538,0.8918,0.37,69.8479
19-05-2016,1.8487,0.8819,0.37,70.5554
20-05-2016,1.8384,0.8763,0.37,68.5137
23-05-2016,1.835,0.8969,0.37,67.7843
24-05-2016,1.8629,0.9094,0.37,69.4106
25-05-2016,1.8664,0.9185,0.37,67.5364
26-05-2016,1.8282,0.8671,0.37,66.1539
27-05-2016,1.851,0.9086,0.37,66.7644
30-05-2016,,,,66.7644
31-05-2016,1.8458,0.877,0.29,67.9149
01-06-2016,1.8354,0.8988,0.37,68.7501
02-06-2016,1.7989,0.8869,0.37,69.5592
03-06-2016,1.7004,0.7716,0.37,67.5923
06-06-2016,1.7367,0.7953,0.37,66.269
07-06-2016,1.7177,0.7833,0.37,64.4494
08-06-2016,1.7022,0.7752,0.37,67.9187
09-06-2016,1.6867,0.767,0.37,70.5602
10-06-2016,1.6404,0.7265,0.37,75.0982
13-06-2016,1.6096,0.7143,0.37,79.5662
14-06-2016,1.613,0.7221,0.37,79.1012
15-06-2016,1.572,0.6696,0.37,78.6673
16-06-2016,1.5788,0.6854,0.38,83.544
17-06-2016,1.6078,0.6927,0.38,82.5806
20-06-2016,1.6886,0.7451,0.38,77.3208
21-06-2016,1.7059,0.763,0.38,76.964
22-06-2016,1.6852,0.7433,0.38,79.52
23-06-2016,1.7458,0.7788,0.39,74.0447
24-06-2016,1.5599,0.627,0.4,77.9402
27-06-2016,1.4377,0.5935,0.41,81.5678
28-06-2016,1.4664,0.6132,0.41,78.6739
29-06-2016,1.5155,0.6368,0.41,71.8031
30-06-2016,1.4697,0.5817,0.3,72.6386
01-07-2016,1.4441,0.5893,0.41,74.3476
04-07-2016,,,,74.3476
05-07-2016,1.375,0.5497,0.4,78.1189
06-07-2016,1.3682,0.5773,0.4,76.0937
07-07-2016,1.385,0.5892,0.4,76.7253
08-07-2016,1.3579,0.605,0.4,72.3051
11-07-2016,1.4303,0.653,0.4,69.7813
12-07-2016,1.51,0.6891,0.4,71.4307
13-07-2016,1.4743,0.6651,0.4,71.6458
14-07-2016,1.5356,0.6732,0.4,73.5649
15-07-2016,1.5509,0.6674,0.4,74.7729
18-07-2016,1.5818,0.6897,0.4,72.9246
19-07-2016,1.5526,0.6898,0.4,70.5273
20-07-2016,1.5801,0.7101,0.4,70.6421
21-07-2016,1.556,0.6778,0.4,71.8596
22-07-2016,1.5663,0.7025,0.4,69.908
25-07-2016,1.5731,0.7332,0.4,68.7472
26-07-2016,1.5611,0.7539,0.4,68.7587
27-07-2016,1.4976,0.7184,0.4,66.6415
28-07-2016,1.5044,0.7066,0.4,66.6729
29-07-2016,1.4531,0.6554,0.3,64.1468
31-07-2016,,,,
01-08-2016,1.5214,0.6848,0.4,63.6696
02-08-2016,1.5558,0.6788,0.4,67.8455
03-08-2016,1.542,0.6668,0.4,67.7936
04-08-2016,1.5008,0.643,0.4,67.104
05-08-2016,1.5885,0.7221,0.4,66.5854
08-08-2016,1.592,0.726,0.4,65.5025
09-08-2016,1.547,0.71,0.4,64.3033
10-08-2016,1.5074,0.682,0.4,63.3392
11-08-2016,1.5593,0.742,0.4,65.2893
12-08-2016,1.5135,0.7057,0.4,64.3692
15-08-2016,1.5576,0.7258,0.4,63.7693
16-08-2016,1.5746,0.7459,0.4,63.6712
17-08-2016,1.5491,0.7257,0.4,63.5403
18-08-2016,1.5356,0.7014,0.4,63.6508
19-08-2016,1.5781,0.7459,0.4,64.8151
22-08-2016,1.5424,0.7378,0.4,67.8711
23-08-2016,1.5458,0.7418,0.4,66.6166
24-08-2016,1.5611,0.7618,0.4,66.5089
25-08-2016,1.5731,0.7894,0.4,69.3552
26-08-2016,1.6296,0.8428,0.4,71.2373
29-08-2016,1.5595,0.8052,0.4,68.6079
30-08-2016,1.5663,0.7973,0.4,69.1142
31-08-2016,1.58,0.8053,0.3,69.0806
01-09-2016,1.5681,0.7816,0.4,70.2452
02-09-2016,1.6024,0.7858,0.4,66.4643
05-09-2016,,,,66.4643
06-09-2016,1.534,0.7281,0.4,63.4574
07-09-2016,1.5391,0.734,0.4,64.067
08-09-2016,1.599,0.7699,0.4,65.952
09-09-2016,1.6749,0.7821,0.4,69.1197
12-09-2016,1.6629,0.7701,0.4,68.9051
13-09-2016,1.7271,0.7982,0.4,70.604
14-09-2016,1.6976,0.758,0.4,69.226
15-09-2016,1.6907,0.7258,0.4,69.1296
16-09-2016,1.6926,0.7621,0.4,69.2109
19-09-2016,1.7118,0.7784,0.4,69.2268
20-09-2016,1.6892,0.7743,0.4,68.6234
21-09-2016,1.6511,0.7744,0.4,63.7282
22-09-2016,1.6183,0.7703,0.4,61.1808
23-09-2016,1.6184,0.754,0.4,59.7525
26-09-2016,1.5839,0.7336,0.4,58.8544
27-09-2016,1.5564,0.7421,0.4,59.234
28-09-2016,1.5719,0.7559,0.4,57.6154
29-09-2016,1.5599,0.7342,0.4,58.845
30-09-2016,1.5944,0.7619,0.29,60.556
03-10-2016,1.6221,0.7916,0.4,60.4308
04-10-2016,1.6864,0.8215,0.4,62.0787
05-10-2016,1.7021,0.8316,0.4,62.5694
06-10-2016,1.7372,0.8496,0.4,64.2883
07-10-2016,1.7181,0.8301,0.4,62.8398
10-10-2016,,,,62.8398
11-10-2016,1.7638,0.8664,0.41,63.9548
12-10-2016,1.7692,0.8585,0.41,64.2686
13-10-2016,1.7411,0.8345,0.41,64.5478
14-10-2016,1.7977,0.8348,0.41,64.9764
17-10-2016,1.766,0.8147,0.41,64.4162
18-10-2016,1.7379,0.7986,0.41,63.1833
19-10-2016,1.7432,0.7946,0.41,61.6413
20-10-2016,1.7556,0.819,0.41,59.6172
21-10-2016,1.7347,0.8234,0.41,57.0892
24-10-2016,1.7647,0.8399,0.41,56.7909
25-10-2016,1.756,0.8523,0.41,57.4141
26-10-2016,1.7931,0.8685,0.41,59.5122
27-10-2016,1.8536,0.8863,0.41,62.5324
28-10-2016,1.8468,0.8526,0.41,64.375
31-10-2016,1.8255,0.8409,0.31,65.465
01-11-2016,1.8274,0.8311,0.41,67.764
02-11-2016,1.8025,0.8174,0.41,69.2476
03-11-2016,1.8115,0.8055,0.41,72.5734
04-11-2016,1.7762,0.7838,0.41,74.6135
07-11-2016,1.8261,0.8178,0.41,72.3432
08-11-2016,1.8547,0.8539,0.41,68.4678
09-11-2016,2.0571,0.8901,0.41,76.3282
10-11-2016,2.1501,0.9151,0.41,82.5707
11-11-2016,,,,82.5707
14-11-2016,2.2614,1.0023,0.41,89.2178
15-11-2016,2.2189,0.9926,0.41,84.1174
16-11-2016,2.2225,1.0051,0.41,80.1246
17-11-2016,2.3026,1.0461,0.41,77.5351
18-11-2016,2.3548,1.0678,0.41,81.6473
21-11-2016,2.3154,1.0683,0.41,80.5793
22-11-2016,2.3119,1.0871,0.41,76.4616
23-11-2016,2.3498,1.1228,0.41,78.6397
24-11-2016,,,,78.6397
25-11-2016,2.3572,1.1168,0.41,79.693
28-11-2016,2.3124,1.099,0.41,78.7352
29-11-2016,2.291,1.0871,0.41,77.3039
30-11-2016,2.3809,1.113,0.31,80.9553
01-12-2016,2.4481,1.147,0.41,86.6292
02-12-2016,2.3831,1.0957,0.41,82.058
05-12-2016,2.3941,1.1198,0.41,79.8381
06-12-2016,2.3887,1.1139,0.41,76.5652
07-12-2016,2.3401,1.094,0.41,73.4412
08-12-2016,2.4071,1.1102,0.41,73.1102
09-12-2016,2.4675,1.1329,0.41,75.5479
12-12-2016,2.4712,1.1411,0.41,76.3941
