Date,USGG10YR Index  (L3),MOVE Index  (R1),SPX Index  (R1),VIX Index  (R1),ATM Call Price
20-02-2020,1.5152,69.6,3373.23,15.56,#N/A Invalid Security
21-02-2020,1.4713,74.54,3337.75,17.08,#N/A Invalid Security
24-02-2020,1.3705,86.92,3225.8899,25.03,97.93
25-02-2020,1.3521,87.38,3128.21,27.85,#N/A Invalid Security
26-02-2020,1.3371,87,3116.3899,27.56,98.89
27-02-2020,1.2607,92.59,2978.76,39.16,#N/A Invalid Security
28-02-2020,1.1486,109.67,2954.22,40.11,#N/A Invalid Security
29-02-2020,,,,,#N/A
02-03-2020,1.1632,104.89,3090.23,33.42,45.77
03-03-2020,0.999,102.97,3003.3701,36.82,#N/A Invalid Security
04-03-2020,1.0522,89.59,3130.1201,31.99,90.69
05-03-2020,0.912,96.96,3023.9399,39.62,#N/A Invalid Security
06-03-2020,0.7623,125.21,2972.3701,41.94,#N/A Invalid Security
09-03-2020,0.5407,163.7,2746.5601,54.46,218.04
10-03-2020,0.803,123.72,2882.23,47.3,99.38
11-03-2020,0.8695,127.84,2741.3799,53.9,#N/A Invalid Security
12-03-2020,0.8042,152.62,2480.6399,75.47,#N/A Invalid Security
13-03-2020,0.9603,138.4,2711.02,57.83,#N/A Invalid Security
16-03-2020,0.7182,124.53,2386.1299,82.69,260
17-03-2020,1.0784,109.85,2529.1899,75.91,#N/A Invalid Security
18-03-2020,1.1915,124.14,2398.1001,76.45,194.99
19-03-2020,1.1404,141.13,2409.3899,72,#N/A Invalid Security
20-03-2020,0.8454,133.37,2304.9199,66.04,#N/A Invalid Security
23-03-2020,0.7863,135.38,2237.3999,61.59,#N/A N/A
24-03-2020,0.8466,111.09,2447.3301,61.67,#N/A Invalid Security
25-03-2020,0.8673,87.14,2475.5601,63.95,175.44
26-03-2020,0.8447,88.48,2630.0701,61,#N/A Invalid Security
27-03-2020,0.6746,88.33,2541.47,65.54,#N/A Invalid Security
30-03-2020,0.7264,90.7,2626.6499,57.08,#N/A N/A
31-03-2020,0.6695,83.87,2584.5901,53.54,119.51
01-04-2020,0.5832,83.13,2470.5,57.06,133.34
02-04-2020,0.597,71.99,2526.8999,50.91,#N/A Invalid Security
03-04-2020,0.5948,65.01,2488.6499,46.8,#N/A Invalid Security
06-04-2020,0.6698,66.28,2663.6799,45.24,#N/A N/A
07-04-2020,0.7122,72.21,2659.4099,46.7,#N/A Invalid Security
08-04-2020,0.7722,75.71,2749.98,43.35,121.78
09-04-2020,0.7191,74.39,2789.8201,41.67,#N/A Invalid Security
10-04-2020,,,,,#N/A
13-04-2020,0.7713,75.85,2761.6299,41.17,#N/A N/A
14-04-2020,0.752,69.52,2846.0601,37.76,#N/A Invalid Security
15-04-2020,0.6316,70.5,2783.3601,40.84,103.83
16-04-2020,0.6267,69.93,2799.55,40.11,#N/A Invalid Security
17-04-2020,0.6417,69.84,2874.5601,38.15,#N/A Invalid Security
20-04-2020,0.6053,70.6,2823.1599,43.83,#N/A N/A
21-04-2020,0.5691,73.83,2736.5601,45.41,#N/A Invalid Security
22-04-2020,0.619,72.29,2799.3101,41.98,120
23-04-2020,0.6015,67.25,2797.8,41.38,#N/A Invalid Security
24-04-2020,0.6008,66.09,2836.74,35.93,#N/A Invalid Security
27-04-2020,0.6605,62.7,2878.48,33.29,#N/A N/A
28-04-2020,0.6129,58.89,2863.3899,33.57,#N/A Invalid Security
29-04-2020,0.6269,57.15,2939.51,31.23,111.5
30-04-2020,0.6393,53.59,2912.4299,34.15,#N/A Invalid Security
01-05-2020,0.6118,48.11,2830.71,37.19,#N/A Invalid Security
04-05-2020,0.6336,49.25,2842.74,35.97,#N/A N/A
05-05-2020,0.6619,49.65,2868.4399,33.61,#N/A Invalid Security
06-05-2020,0.703,51.31,2848.4199,34.12,125.9
07-05-2020,0.6409,54.93,2881.1899,31.44,#N/A Invalid Security
08-05-2020,0.6831,57.4,2929.8,27.98,#N/A Invalid Security
11-05-2020,0.7099,61.6,2930.3201,27.57,#N/A N/A
12-05-2020,0.6651,61.26,2870.1201,33.04,#N/A Invalid Security
13-05-2020,0.6525,57.56,2820,35.28,107.89
14-05-2020,0.6218,59.05,2852.5,32.61,#N/A Invalid Security
15-05-2020,0.6428,56.53,2863.7,31.89,#N/A Invalid Security
18-05-2020,0.7257,58.7,2953.9099,29.3,#N/A N/A
19-05-2020,0.6882,60.09,2922.9399,30.53,#N/A Invalid Security
20-05-2020,0.6801,58.85,2971.6101,27.99,61.75
21-05-2020,0.672,55.62,2948.51,29.53,#N/A Invalid Security
22-05-2020,0.6591,51.67,2955.45,28.16,#N/A Invalid Security
25-05-2020,,,,,#N/A
26-05-2020,0.6965,52.22,2991.77,28.01,#N/A Invalid Security
27-05-2020,0.6819,52.98,3036.1299,27.62,79.43
28-05-2020,0.69,50.57,3029.73,28.59,#N/A Invalid Security
29-05-2020,0.6526,51.55,3044.3101,27.51,#N/A Invalid Security
31-05-2020,,,,,#N/A
01-06-2020,0.6591,55.07,3055.73,28.23,#N/A N/A
02-06-2020,0.6852,55.35,3080.8201,26.84,62.36
03-06-2020,0.7458,61.24,3122.8701,25.66,#N/A Invalid Security
04-06-2020,0.8234,61.18,3112.3501,25.81,#N/A Invalid Security
05-06-2020,0.8951,61.97,3193.9299,24.52,#N/A Invalid Security
08-06-2020,0.8752,62.77,3232.3899,25.81,#N/A N/A
09-06-2020,0.8253,62.94,3207.1799,27.57,#N/A Invalid Security
10-06-2020,0.7263,60.02,3190.1399,27.57,72.95
11-06-2020,0.669,56.47,3002.1001,40.79,#N/A Invalid Security
12-06-2020,0.7034,55.81,3041.3101,36.09,#N/A Invalid Security
15-06-2020,0.7215,58.09,3066.5901,34.4,#N/A N/A
16-06-2020,0.7528,60.49,3124.74,33.67,#N/A Invalid Security
17-06-2020,0.738,58.16,3113.49,33.47,108.4
18-06-2020,0.7084,55.15,3115.3401,32.94,#N/A Invalid Security
19-06-2020,0.6937,53.4523,3097.74,35.12,#N/A Invalid Security
22-06-2020,0.7085,53.9318,3117.8601,31.77,#N/A N/A
23-06-2020,0.7118,54.04,3131.29,31.37,#N/A Invalid Security
24-06-2020,0.679,54.89,3050.3301,33.84,73.1
25-06-2020,0.6856,51.57,3083.76,32.22,#N/A Invalid Security
26-06-2020,0.6413,51.21,3009.05,34.73,#N/A Invalid Security
29-06-2020,0.6234,52.96,3053.24,31.78,#N/A N/A
30-06-2020,0.6561,54.13,3100.29,30.43,#N/A Invalid Security
01-07-2020,0.6758,53.28,3115.8601,28.62,89.72
02-07-2020,0.6693,50.96,3130.01,27.68,#N/A Invalid Security
03-07-2020,,,,,#N/A
06-07-2020,0.6759,52.03,3179.72,27.94,#N/A N/A
07-07-2020,0.6397,50.98,3145.3201,29.43,#N/A Invalid Security
08-07-2020,0.6644,49.8,3169.9399,28.08,62.72
09-07-2020,0.6135,50.07,3152.05,29.26,#N/A Invalid Security
10-07-2020,0.6447,49.19,3185.04,27.29,#N/A Invalid Security
13-07-2020,0.6184,49.55,3155.22,32.19,#N/A N/A
14-07-2020,0.6233,50.81,3197.52,29.52,#N/A Invalid Security
15-07-2020,0.6299,47.08,3226.5601,27.76,#N/A N/A
16-07-2020,0.6168,46.43,3215.5701,28,#N/A Invalid Security
17-07-2020,0.6266,45.68,3224.73,25.68,#N/A Invalid Security
20-07-2020,0.6102,46.82,3251.8401,24.46,#N/A N/A
21-07-2020,0.6004,46.45,3257.3,24.84,#N/A Invalid Security
22-07-2020,0.5971,45.32,3276.02,24.32,54.3
23-07-2020,0.5774,43.93,3235.6599,26.08,#N/A Invalid Security
24-07-2020,0.5888,42.48,3215.6299,25.84,#N/A Invalid Security
27-07-2020,0.6151,42.61,3239.4099,24.74,#N/A N/A
28-07-2020,0.579,41.27,3218.4399,25.44,#N/A Invalid Security
29-07-2020,0.5741,41.63,3258.4399,24.1,42.73
30-07-2020,0.5462,40.66,3246.22,24.76,#N/A Invalid Security
31-07-2020,0.5282,41.98,3271.1201,24.46,#N/A Invalid Security
03-08-2020,0.5543,43.13,3294.6101,24.28,#N/A N/A
04-08-2020,0.5069,44.11,3306.51,23.76,#N/A Invalid Security
05-08-2020,0.5477,41.75,3327.77,22.99,82.46
06-08-2020,0.5362,42.6,3349.1599,22.65,#N/A Invalid Security
07-08-2020,0.564,41.46,3351.28,22.21,#N/A Invalid Security
10-08-2020,0.5755,42.21,3360.47,22.13,#N/A N/A
11-08-2020,0.6415,45.26,3333.6899,24.03,#N/A Invalid Security
12-08-2020,0.6747,44.23,3380.3501,22.28,51.84
13-08-2020,0.7208,45.08,3373.4299,22.13,#N/A Invalid Security
14-08-2020,0.7094,43.09,3372.8501,22.05,#N/A Invalid Security
17-08-2020,0.6882,45.81,3381.99,21.35,#N/A N/A
18-08-2020,0.6687,46.06,3389.78,21.51,#N/A Invalid Security
19-08-2020,0.6801,44.6,3374.8501,22.54,50.1
20-08-2020,0.6509,44.58,3385.51,22.72,#N/A Invalid Security
21-08-2020,0.6282,45.14,3397.1599,22.54,#N/A Invalid Security
24-08-2020,0.6542,46.33,3431.28,22.37,#N/A N/A
25-08-2020,0.6835,47.89,3443.6201,22.03,#N/A Invalid Security
26-08-2020,0.6884,47.99,3478.73,23.27,56.1
27-08-2020,0.7522,49.29,3484.55,24.47,#N/A Invalid Security
28-08-2020,0.7211,48.19,3508.01,22.96,#N/A Invalid Security
31-08-2020,0.7048,47.02,3500.3101,26.41,76.03
01-09-2020,0.6689,44.3,3526.6499,26.12,#N/A Invalid Security
02-09-2020,0.6477,44.86,3580.8401,26.57,69.6
03-09-2020,0.6347,45.76,3455.0601,33.6,#N/A Invalid Security
04-09-2020,0.718,47.04,3426.96,30.75,#N/A Invalid Security
07-09-2020,,,,,#N/A
08-09-2020,0.6788,50.68,3331.8401,31.46,#N/A Invalid Security
09-09-2020,0.7001,48.82,3398.96,28.81,100.4
10-09-2020,0.6772,45.21,3339.1899,29.71,#N/A Invalid Security
11-09-2020,0.6658,43.12,3340.97,26.87,#N/A Invalid Security
14-09-2020,0.6723,44.21,3383.54,25.85,#N/A N/A
15-09-2020,0.6789,43.06,3401.2,25.59,#N/A Invalid Security
16-09-2020,0.6969,42.43,3385.49,26.04,75.46
17-09-2020,0.6887,38.45,3357.01,26.46,#N/A Invalid Security
18-09-2020,0.6937,37.24,3319.47,25.83,#N/A Invalid Security
21-09-2020,0.6658,38.63,3281.0601,27.78,#N/A N/A
22-09-2020,0.6708,39.35,3315.5701,26.86,#N/A Invalid Security
23-09-2020,0.6724,38.63,3236.9199,28.58,112.56
24-09-2020,0.6659,37.22,3246.5901,28.51,#N/A Invalid Security
25-09-2020,0.6544,36.97,3298.46,26.38,#N/A Invalid Security
28-09-2020,0.6528,37.4,3351.6001,26.19,#N/A N/A
29-09-2020,0.6495,36.62,3335.47,26.27,#N/A Invalid Security
30-09-2020,0.684,39.21,3363,26.37,61.2
01-10-2020,0.6774,38.65,3380.8,26.7,#N/A Invalid Security
02-10-2020,0.7005,39.97,3348.4399,27.63,#N/A Invalid Security
05-10-2020,0.7817,39.81,3408.6299,27.96,100.04
06-10-2020,0.7353,57.75,3360.95,29.48,#N/A Invalid Security
07-10-2020,0.7868,56.98,3419.45,28.06,110.8
08-10-2020,0.7852,57.31,3446.8301,26.36,#N/A Invalid Security
09-10-2020,0.7737,57.52,3477.1299,25,#N/A Invalid Security
12-10-2020,,,3534.22,25.07,#N/A N/A
13-10-2020,0.7272,55.59,3511.9299,26.07,#N/A Invalid Security
14-10-2020,0.7256,53.5,3488.6699,26.4,87
15-10-2020,0.7322,55.62,3483.3401,26.97,#N/A Invalid Security
16-10-2020,0.7456,57.25,3483.8101,27.41,#N/A Invalid Security
19-10-2020,0.769,61.16,3426.9199,29.18,#N/A N/A
20-10-2020,0.7857,60.42,3443.1201,29.35,#N/A Invalid Security
21-10-2020,0.8226,59.07,3435.5601,28.65,123.55
22-10-2020,0.8562,59.73,3453.49,28.11,#N/A Invalid Security
23-10-2020,0.8429,58.46,3465.3899,27.55,#N/A Invalid Security
26-10-2020,0.801,58.95,3400.97,32.46,#N/A N/A
27-10-2020,0.7676,57.88,3390.6799,33.35,#N/A Invalid Security
28-10-2020,0.771,57.13,3271.03,40.28,115.28
29-10-2020,0.823,61.3,3310.1101,37.59,#N/A Invalid Security
30-10-2020,0.8737,61.91,3269.96,38.02,#N/A Invalid Security
31-10-2020,,,,,#N/A
02-11-2020,0.8434,63.56,3310.24,37.13,#N/A N/A
03-11-2020,0.8993,64.37,3369.1599,35.55,#N/A Invalid Security
04-11-2020,0.7629,47.74,3443.4399,29.57,130
05-11-2020,0.7629,43.76,3510.45,27.58,#N/A Invalid Security
06-11-2020,0.8185,39.88,3509.4399,24.86,#N/A Invalid Security
09-11-2020,0.9235,44.94,3550.5,25.75,#N/A N/A
10-11-2020,0.9595,46.19,3545.53,24.8,#N/A Invalid Security
11-11-2020,,,3572.6599,23.45,58.65
12-11-2020,0.8815,44.17,3537.01,25.35,#N/A Invalid Security
13-11-2020,0.8963,42.95,3585.1499,23.1,#N/A Invalid Security
16-11-2020,0.9061,42.49,3626.9099,22.45,#N/A N/A
17-11-2020,0.857,43.08,3609.53,22.71,#N/A Invalid Security
18-11-2020,0.8701,43.62,3567.79,23.84,59
19-11-2020,0.8293,43.53,3581.8701,23.11,#N/A Invalid Security
20-11-2020,0.8243,42.31,3557.54,23.7,#N/A Invalid Security
23-11-2020,0.8537,43.04,3577.5901,22.66,#N/A N/A
24-11-2020,0.8799,42.38,3635.4099,21.64,93.22
25-11-2020,0.8816,39.62,3629.6499,21.25,#N/A Invalid Security
26-11-2020,,,,,#N/A
27-11-2020,0.8373,39.64,3638.3501,20.84,#N/A Invalid Security
30-11-2020,0.8389,40.84,3621.6299,20.57,#N/A N/A
01-12-2020,0.926,41.53,3662.45,20.77,49.9
02-12-2020,0.936,43.92,3669.01,21.17,#N/A Invalid Security
03-12-2020,0.9063,42.53,3666.72,21.28,#N/A Invalid Security
04-12-2020,0.9659,43.89,3699.1201,20.79,#N/A Invalid Security
07-12-2020,0.9228,49.67,3691.96,21.3,#N/A N/A
08-12-2020,0.9179,49.1,3702.25,20.68,#N/A Invalid Security
09-12-2020,0.9361,48.48,3672.8201,22.27,58.63
10-12-2020,0.9063,47.15,3668.1001,22.52,#N/A Invalid Security
11-12-2020,0.8964,47.52,3663.46,23.31,#N/A Invalid Security
14-12-2020,0.8931,49.22,3647.49,24.72,#N/A N/A
15-12-2020,0.908,48.14,3694.6201,22.89,#N/A Invalid Security
16-12-2020,0.9163,46.96,3701.1699,22.5,74.7
17-12-2020,0.9329,44.15,3722.48,21.93,#N/A Invalid Security
18-12-2020,0.9462,44.64,3709.4099,21.57,#N/A Invalid Security
21-12-2020,0.9346,46.66,3694.9199,25.16,#N/A N/A
22-12-2020,0.9164,43.57,3687.26,24.23,#N/A Invalid Security
23-12-2020,0.943,42.74,3690.01,23.31,67.5
24-12-2020,0.9231,42.11,3703.0601,21.53,#N/A Invalid Security
25-12-2020,,,,,#N/A
28-12-2020,0.9231,45.26,3735.3601,21.7,#N/A N/A
29-12-2020,0.9364,46.1,3727.04,23.08,#N/A Invalid Security
30-12-2020,0.9231,47.19,3732.04,22.77,96.12
31-12-2020,0.9132,48.98,3756.0701,22.75,#N/A Invalid Security
01-01-2021,,,,,#N/A
04-01-2021,0.9132,49.59,3700.6499,26.97,#N/A N/A
05-01-2021,0.9549,48.95,3726.8601,25.34,#N/A Invalid Security
06-01-2021,1.0355,44.64,3748.1399,25.07,123.67
07-01-2021,1.0795,45.2,3803.79,22.37,#N/A Invalid Security
08-01-2021,1.1153,44.81,3824.6799,21.56,#N/A Invalid Security
11-01-2021,1.146,47.77,3799.6101,24.08,#N/A N/A
12-01-2021,1.1291,50.12,3801.1899,23.33,#N/A Invalid Security
13-01-2021,1.0832,45.6,3809.8401,22.21,86.42
14-01-2021,1.1292,46.23,3795.54,23.25,#N/A Invalid Security
15-01-2021,1.0835,45.14,3768.25,24.34,#N/A Invalid Security
18-01-2021,,,,,#N/A
19-01-2021,1.0886,45.23,3798.9099,23.24,#N/A Invalid Security
20-01-2021,1.0802,42.53,3851.8501,21.58,44.7
21-01-2021,1.1058,43.01,3853.0701,21.32,#N/A Invalid Security
22-01-2021,1.0855,43.09,3841.47,21.91,#N/A Invalid Security
25-01-2021,1.0295,43.08,3855.3601,23.19,#N/A N/A
26-01-2021,1.0347,43.14,3849.6201,23.02,#N/A Invalid Security
27-01-2021,1.0161,44.16,3750.77,37.21,76.7
28-01-2021,1.0449,45.53,3787.3799,30.21,#N/A Invalid Security
29-01-2021,1.0655,47.41,3714.24,33.09,#N/A Invalid Security
31-01-2021,,,,,#N/A
01-02-2021,1.0792,46.28,3773.8601,30.24,#N/A N/A
02-02-2021,1.0963,45.91,3826.3101,25.56,#N/A Invalid Security
03-02-2021,1.1374,46.93,3830.1699,22.91,97.87
04-02-2021,1.1392,47.25,3871.74,21.77,#N/A Invalid Security
05-02-2021,1.1635,47.2,3886.8301,20.87,#N/A Invalid Security
08-02-2021,1.1705,48.45,3915.5901,21.24,#N/A N/A
09-02-2021,1.1568,46.75,3911.23,21.63,#N/A Invalid Security
10-02-2021,1.1225,46.27,3909.8799,21.99,84.7
11-02-2021,1.1632,45.95,3916.3799,21.25,#N/A Invalid Security
12-02-2021,1.2082,47.01,3934.8301,19.97,#N/A Invalid Security
15-02-2021,,,,,#N/A
16-02-2021,1.3141,56.78,3932.5901,21.46,#N/A Invalid Security
17-02-2021,1.2703,55.97,3931.3301,21.5,90.98
18-02-2021,1.2956,56.12,3913.97,22.49,#N/A Invalid Security
19-02-2021,1.3364,60.43,3906.71,22.05,#N/A Invalid Security
22-02-2021,1.3653,62.42,3876.5,23.45,#N/A N/A
23-02-2021,1.3416,61.73,3881.3701,23.11,#N/A Invalid Security
24-02-2021,1.3756,61.92,3925.4299,21.34,89
25-02-2021,1.5199,74.16,3829.3401,28.89,#N/A Invalid Security
26-02-2021,1.4049,75.66,3811.1499,27.95,#N/A Invalid Security
28-02-2021,,,,,#N/A
01-03-2021,1.417,68.73,3901.8201,23.35,76.59
02-03-2021,1.3914,57.7,3870.29,24.1,68
03-03-2021,1.4808,65.83,3819.72,26.67,#N/A Invalid Security
04-03-2021,1.564,68.13,3768.47,28.57,#N/A Invalid Security
05-03-2021,1.5661,69.37,3841.9399,24.66,#N/A Invalid Security
08-03-2021,1.5907,71.65,3821.3501,25.47,#N/A N/A
09-03-2021,1.5263,67.44,3875.4399,24.03,#N/A Invalid Security
10-03-2021,1.5178,63.19,3898.8101,22.56,78.78
11-03-2021,1.537,63.9,3939.3401,21.91,#N/A Invalid Security
12-03-2021,1.6247,70.83,3943.3401,20.69,#N/A Invalid Security
15-03-2021,1.6055,70.79,3968.9399,20.03,#N/A N/A
16-03-2021,1.6179,70.81,3962.71,19.79,#N/A Invalid Security
17-03-2021,1.6427,66.75,3974.1201,19.23,51.8
18-03-2021,1.7082,70.48,3915.46,21.58,#N/A Invalid Security
19-03-2021,1.721,68.8,3913.1001,20.95,#N/A Invalid Security
22-03-2021,1.6946,67.62,3940.5901,18.88,#N/A N/A
23-03-2021,1.6206,60.77,3910.52,20.3,#N/A Invalid Security
24-03-2021,1.6084,60.71,3889.1399,21.2,73.14
25-03-2021,1.6332,59.54,3909.52,19.81,#N/A Invalid Security
26-03-2021,1.676,61.49,3974.54,18.86,#N/A Invalid Security
29-03-2021,1.7081,65.96,3971.0901,20.74,#N/A N/A
30-03-2021,1.7029,67.44,3958.55,19.61,#N/A Invalid Security
31-03-2021,1.7404,71.27,3972.8899,19.4,53.47
01-04-2021,1.6699,64.99,4019.8701,17.33,#N/A Invalid Security
02-04-2021,,63.71,,,#N/A
05-04-2021,1.7003,61.79,4077.9099,17.91,#N/A N/A
06-04-2021,1.656,60.29,4073.9399,18.12,#N/A Invalid Security
07-04-2021,1.6739,62.54,4079.95,17.16,48.3
08-04-2021,1.6192,60.08,4097.1699,16.95,#N/A Invalid Security
09-04-2021,1.6585,61.21,4128.7998,16.69,#N/A Invalid Security
12-04-2021,1.6657,63.5,4127.9902,16.91,#N/A N/A
13-04-2021,1.6145,61.2,4141.5898,16.65,#N/A Invalid Security
14-04-2021,1.6323,60.08,4124.6602,16.99,78.71
15-04-2021,1.5759,59.05,4170.4199,16.57,#N/A Invalid Security
16-04-2021,1.5798,62.57,4185.4702,16.25,#N/A Invalid Security
19-04-2021,1.6047,63.96,4163.2598,17.29,#N/A N/A
20-04-2021,1.5589,64.35,4134.9399,18.68,#N/A Invalid Security
21-04-2021,1.5555,62.27,4173.4199,17.5,45.42
22-04-2021,1.538,59.62,4134.98,18.71,#N/A Invalid Security
23-04-2021,1.5577,59.98,4180.1699,17.33,#N/A Invalid Security
26-04-2021,1.5667,60.98,4187.6201,17.64,#N/A N/A
27-04-2021,1.6216,60.15,4186.7202,17.56,#N/A Invalid Security
28-04-2021,1.6094,60.31,4183.1802,17.28,56.64
29-04-2021,1.6343,59.02,4211.4702,17.61,#N/A Invalid Security
30-04-2021,1.6259,58.13,4181.1699,18.61,#N/A Invalid Security
03-05-2021,1.5976,57.33,4192.6602,18.31,#N/A N/A
04-05-2021,1.5924,58.51,4164.6602,19.48,#N/A Invalid Security
05-05-2021,1.566,56.93,4167.5898,19.15,49.98
06-05-2021,1.5696,57.75,4201.6201,18.39,#N/A Invalid Security
07-05-2021,1.5771,54.13,4232.6001,16.69,#N/A Invalid Security
10-05-2021,1.602,55.48,4188.4302,19.66,#N/A N/A
11-05-2021,1.6217,58.01,4152.1001,21.84,#N/A Invalid Security
12-05-2021,1.6916,58.47,4063.04,27.59,78.4
13-05-2021,1.6574,56.59,4112.5,23.13,#N/A Invalid Security
14-05-2021,1.6284,54.99,4173.8501,18.81,#N/A Invalid Security
17-05-2021,1.6488,58.59,4163.29,19.72,#N/A N/A
18-05-2021,1.6369,57.18,4127.8301,21.34,#N/A Invalid Security
19-05-2021,1.671,57.31,4115.6802,22.18,87
20-05-2021,1.625,55.04,4159.1201,20.67,#N/A Invalid Security
21-05-2021,1.6216,54.59,4155.8599,20.15,#N/A Invalid Security
24-05-2021,1.6012,54.94,4197.0498,18.4,#N/A N/A
25-05-2021,1.5588,53.72,4188.1299,18.84,#N/A Invalid Security
26-05-2021,1.5757,52.82,4195.9902,17.36,59.96
27-05-2021,1.6062,53.47,4200.8799,16.74,#N/A Invalid Security
28-05-2021,1.5943,52.04,4204.1099,16.76,#N/A Invalid Security
31-05-2021,,,,,#N/A
01-06-2021,1.6062,54.99,4202.04,17.9,#N/A Invalid Security
02-06-2021,1.5875,55.21,4208.1201,17.48,65.06
03-06-2021,1.625,53.96,4192.8501,18.04,#N/A Invalid Security
04-06-2021,1.5534,49.78,4229.8901,16.42,#N/A Invalid Security
07-06-2021,1.5687,49.55,4226.52,16.42,72.4
08-06-2021,1.5331,49.93,4227.2598,17.07,#N/A Invalid Security
09-06-2021,1.4908,52.84,4219.5498,17.89,75.1
10-06-2021,1.4318,48.26,4239.1802,16.1,#N/A Invalid Security
11-06-2021,1.4518,50.85,4247.4399,15.65,#N/A Invalid Security
14-06-2021,1.494,54.03,4255.1499,16.39,#N/A N/A
15-06-2021,1.4922,52.92,4246.5898,17.02,#N/A Invalid Security
16-06-2021,1.5754,54.28,4223.7002,18.15,77.03
17-06-2021,1.504,54.91,4221.8599,17.75,#N/A Invalid Security
18-06-2021,1.4381,60.45,4166.4502,20.7,#N/A Invalid Security
21-06-2021,1.4886,61.86,4224.79,17.89,#N/A N/A
22-06-2021,1.4632,58.64,4246.4399,16.66,#N/A Invalid Security
23-06-2021,1.4852,55.6,4241.8398,16.32,90.46
24-06-2021,1.4919,54.83,4266.4902,15.97,#N/A Invalid Security
25-06-2021,1.5241,55.58,4280.7002,15.62,#N/A Invalid Security
28-06-2021,1.4765,56.33,4290.6099,15.76,45.22
29-06-2021,1.4697,56.8,4291.7998,16.02,#N/A Invalid Security
30-06-2021,1.468,57.27,4297.5,15.83,54
01-07-2021,1.4578,57.52,4319.9399,15.48,#N/A Invalid Security
02-07-2021,1.4238,52.41,4352.3398,15.07,#N/A Invalid Security
05-07-2021,,,,,#N/A
06-07-2021,1.3481,56.55,4343.54,16.44,#N/A Invalid Security
07-07-2021,1.3163,60.65,4358.1299,16.2,35.04
08-07-2021,1.2928,61.68,4320.8198,19,#N/A Invalid Security
09-07-2021,1.3595,59.92,4369.5498,16.18,#N/A Invalid Security
12-07-2021,1.3645,60.78,4384.6299,16.17,#N/A N/A
13-07-2021,1.4166,60.8,4369.21,17.12,#N/A Invalid Security
14-07-2021,1.3459,57.31,4374.2998,16.33,45.23
15-07-2021,1.2989,56.98,4360.0298,17.01,#N/A Invalid Security
16-07-2021,1.2903,58.24,4327.1602,18.45,#N/A Invalid Security
19-07-2021,1.1888,67.58,4258.4902,22.5,#N/A N/A
20-07-2021,1.2218,69.31,4323.0601,19.73,#N/A Invalid Security
21-07-2021,1.2884,65.28,4358.6899,17.91,38.57
22-07-2021,1.2783,64.96,4367.48,17.69,#N/A Invalid Security
23-07-2021,1.2763,65.28,4411.79,17.2,#N/A Invalid Security
26-07-2021,1.2896,69.03,4422.2998,17.58,#N/A N/A
27-07-2021,1.2411,70.07,4401.46,19.36,#N/A Invalid Security
28-07-2021,1.2327,62.4,4400.6401,18.31,66.07
29-07-2021,1.2693,62.08,4419.1499,17.7,#N/A Invalid Security
30-07-2021,1.2223,61.19,4395.2598,18.24,#N/A Invalid Security
31-07-2021,,,,,#N/A
02-08-2021,1.1773,64.29,4387.1602,19.46,#N/A N/A
03-08-2021,1.1722,65.42,4423.1499,18.04,#N/A Invalid Security
04-08-2021,1.182,62.67,4402.6602,17.97,65.83
05-08-2021,1.2235,63.57,4429.1001,17.28,#N/A Invalid Security
06-08-2021,1.2969,62.64,4436.52,16.15,#N/A Invalid Security
09-08-2021,1.3237,65.72,4432.3501,16.72,#N/A N/A
10-08-2021,1.349,66.55,4436.75,16.79,#N/A Invalid Security
11-08-2021,1.3303,60.66,4447.7002,16.06,83.36
12-08-2021,1.359,57.39,4460.8301,15.59,#N/A Invalid Security
13-08-2021,1.2767,55.45,4468,15.45,#N/A Invalid Security
16-08-2021,1.265,59.4,4479.71,16.12,#N/A N/A
17-08-2021,1.2617,60.28,4448.0801,17.91,#N/A Invalid Security
18-08-2021,1.2583,58.05,4400.27,21.57,75
19-08-2021,1.2433,59.38,4405.7998,21.67,#N/A Invalid Security
20-08-2021,1.255,59.95,4441.6699,18.56,#N/A Invalid Security
23-08-2021,1.2517,62.23,4479.5298,17.15,#N/A N/A
24-08-2021,1.2935,63.03,4486.23,17.22,#N/A Invalid Security
25-08-2021,1.339,64.51,4496.1899,16.79,56.18
26-08-2021,1.3491,63.41,4470,18.84,#N/A Invalid Security
27-08-2021,1.307,57.98,4509.3701,16.39,#N/A Invalid Security
30-08-2021,1.2785,60.14,4528.79,16.19,#N/A N/A
31-08-2021,1.3088,59.54,4522.6802,16.48,72.93
01-09-2021,1.2936,58.09,4524.0898,16.11,72.14
02-09-2021,1.2835,55.8,4536.9502,16.41,#N/A Invalid Security
03-09-2021,1.3223,53.26,4535.4302,16.41,#N/A Invalid Security
06-09-2021,,,,,#N/A
07-09-2021,1.3732,57.05,4520.0298,18.14,#N/A Invalid Security
08-09-2021,1.3376,57.02,4514.0698,17.96,71.5
09-09-2021,1.2971,52.61,4493.2798,18.8,#N/A Invalid Security
10-09-2021,1.3411,51.73,4458.5801,20.95,#N/A Invalid Security
13-09-2021,1.3259,53.1,4468.73,19.37,#N/A N/A
14-09-2021,1.2836,51.73,4443.0498,19.46,#N/A Invalid Security
15-09-2021,1.2988,53.93,4480.7002,18.18,54.6
